Symbol	GSM998317	GSM998318	GSM998319	GSM998320	GSM998321	GSM998322	GSM998323	GSM998324	GSM998325	GSM998326	GSM998327	GSM998328	GSM998329	GSM998330	GSM998331	GSM998332	GSM998333	GSM998334	GSM998335	GSM998336	GSM998337	GSM998338	GSM998339	GSM998340	GSM998341	GSM998342	GSM998343	GSM998344	GSM998345	GSM998346	GSM998348	GSM998349	GSM998350
UBE2V1	1.65	0.864	3.659	-0.096	NA	1.851	-0.161	1.105	2.013	0.911	-1.048	0.585	-1.169	1.914	NA	1.88	1.539	1.739	1.713	0.564	6.531	-1.036	1.466	0.938	-0.374	1.498	0.477	0.437	-0.362	2.562	0.769	1.721	1.691
UBE2V2	-0.265	-0.629	-0.213	1.962	-1.316	-0.157	NA	1.167	-0.027	0.598	-0.524	0.34	-0.719	1.291	-0.138	2.638	2.254	-0.096	0.195	1.084	1.146	-0.858	-1.569	1.239	1.404	2.349	-0.19	-0.057	1.722	-0.875	0.257	1.65	0.917
UBE2Z	-2.192	-2.973	-1.3195	-2.263	-0.7205	-2.8165	-0.791	-2.3795	-2.279	-2.1915	-1.8155	-1.418	-2.124	-1.9755	-2.3695	-2.463	-2.641	-2.3215	-1.727	-1.623	-2.1075	-2.3955	-1.7245	-2.4325	-1.93	-2.8	-1.9465	-1.8915	-2.023	-1.8745	-1.4365	-2.115	-1.9115
UBE3A	0.8968	-0.1806	1.8466	0.3364	0.3106	-1.6375	0.2072	1.122	1.3248	1.0166	0.513	1.6566	-0.3356	0.408	0.12125	0.2464	1.1956	0.4834	1.7566	0.9676	1.0908	1.4116	0.8298	0.0755	0.8934	0.92	0.0292	0.2662	1.3266	0.1718	1.169	1.452	0.347
UBE3B	0.696	-0.6755	-0.676	-0.238	0.504	-0.594	0.646	1.208	-1.754	-0.172	0.885	-1.349	-0.262	-1.568	-0.7255	-0.5145	-0.227	-3.119	-0.1875	-0.425	-0.9455	-1.485	-0.4925	1.6375	-0.8245	-1.247	-0.302	0.3275	-0.719	-0.0275	-0.3605	-1.0105	-0.9645
UBE3C	-0.884	-0.152	0.335333333333333	-0.151333333333333	-0.485666666666667	2.05333333333333	-0.0786666666666666	-1.078	-0.452333333333333	-0.123333333333333	-0.289	0.334333333333333	-0.268333333333333	0.165333333333333	-0.177666666666667	-0.0986666666666667	0.0886666666666667	0.778333333333333	-0.242666666666667	-0.304	0.882	0.219666666666667	-0.095	-0.308333333333333	0.154333333333333	-0.431666666666667	-0.23	0.262	-0.260333333333333	-0.258	0.240666666666667	-0.647	-0.0393333333333333
UBE4A	-1.6055	-1.088	-2.648	-0.2725	-2.8445	-1.529	-2.12	-1.0985	-1.9245	-0.952	0.3575	-0.084	1.2105	-1.3065	-1.1135	-0.295	-0.536	-1.6875	-0.7395	-0.4115	0.361	-0.0845	-0.8975	-2.567	0.052	-0.1155	-0.2175	-1.134	-0.115	-0.46	0.2035	-0.3245	-0.6365
UBFD1	-2.613	-2.9235	-1.9895	-1.6225	-1.545	-0.677	-1.7245	-1.3305	-3.0175	-1.9275	-2.527	-2.5585	-3.102	-2.6095	-2.096	-1.9755	-1.614	-3.6395	-2.8645	-1.8265	-1.957	-1.983	-2.513	-2.0765	-0.6505	-2.365	-3.0255	-2.7665	-1.5995	-4.202	-2.144	-2.754	-3.0025
UBIAD1	-0.444	0.364666666666667	-0.759333333333333	-0.518666666666667	-1.149	-0.601	1.44233333333333	-0.0626666666666666	-0.414666666666667	0.00600000000000001	-0.728333333333333	-0.867	-0.525333333333333	0.0856666666666666	-0.316	-0.606666666666667	-0.164	-0.084	0.0786666666666667	-0.168	-0.124	0.0046666666666666	0.292666666666667	-0.875333333333333	-0.36	-0.96	-0.217	-0.161333333333333	-0.403333333333333	-0.437	-0.0953333333333333	-0.802333333333333	0.350333333333333
UBL3	-2.471	-1.615	-1.938	-2.383	-0.5145	-1.1835	-1.456	-1.403	-2.56	-3.0895	-1.658	-2.2375	-1.43	-2.2675	-3.6725	-1.665	-2.1765	-2.998	-0.5505	-2.905	-2.18	-2.4045	-1.738	-2.39	-0.948	-1.584	-1.8945	-0.6095	-1.851	-0.7645	-0.6335	-0.948	-1.44
UBL4A	-1.573	-2.6705	-1.0735	-2.0475	-1.5545	-0.941	-1.6065	-0.962	-1.417	-1.1925	-0.681	-1.7845	-1.856	-1.521	-1.429	-1.369	-1.3035	-1.436	-1.414	-1.3405	-1.288	-1.3545	-1.2205	-2.39	-1.904	-1.6825	-1.7725	-1.1535	-1.7355	-1.1835	-1.2885	-1.9855	-1.2985
UBL5	-0.529	-0.779	0.565	1.764	0.274	-0.02	-0.518	0.722	-0.917	0.268	-0.518	0.731	-0.053	-0.193	-0.236	1.472	1.093	-0.367	-1.693	0.789	1.134	-0.141	-1.358	1.173	0.98	2.061	0.071	-0.417	0.653	-1.084	0.296	0.17	-0.372
UBL7	-0.622	-1.325	-0.83	-2.573	-0.619	0.065	0.702	-1.207	-0.46	-0.902	-0.848	-1.954	-1.109	-1.006	-1.011	-2.172	-1.63	-0.952	-0.263	-1.03	-2.613	-1.098	0.41	-2.257	-2.011	-3.077	-1.362	0.586	-1.674	-0.51	-0.915	-2.463	-0.988
UBLCP1	1.148	0.609	0.903	2.082	2.938	NA	-1.141	2.109	0.952	0.905	1.305	0.925	2.052	1.219	-0.26	2.209	1.66	0.255	1.302	1.192	0.737	0.386	1.045	0.508	1.601	3.168	1.785	1.839	2.175	1.093	2.412	2.111	1.951
UBN1	0.0605	-1.7015	-0.2105	-2.6365	0.4045	-0.1345	0.6475	-0.6235	0.3885	-0.4795	-0.285	-0.436	0.756	-0.7445	0.2945	-2.4125	-1.8705	0.178	0.014	-1.1135	-1.416	0.1085	0.8085	-1.569	-1.101	-2.0705	-0.7315	1.0965	0.358	0.125	-0.479	-1.203	0.1565
UBN2	-3.595	-3.537	-2.186	-2.344	-1.179	-3.798	-1.174	-2.177	-0.975	-2.897	-3.811	-3.459	-1.835	-2.501	-4.007	-3.311	-2.386	-2.288	-3.077	-3.064	-3.158	-2.503	-2.734	-1.73	-2.118	-2.555	-2.293	-1.398	-2.824	NA	-2.546	-3.547	-2.402
UBP1	-0.217	2.437	-0.444	-0.045	-0.345	-1.762	-0.936	-0.586	0.363	-0.555	0.178	-0.935	-0.125	0.127	-0.71	-0.629	-0.629	-0.014	0.021	-0.849	-0.186	-0.04	-0.762	-0.451	-0.329	-0.451	-0.442	-0.936	-0.496	-0.02	-0.699	-0.451	-0.156
UBQLN1	-1.085	-1.481	-1.283	-1.88	-0.342	0.804	-0.001	-1.466	-0.904	-1.385	-1.107	-1.563	-1.079	-1.705	-1.798	-1.627	-1.625	-1.268	-1.172	-1.43	-2.098	-2.127	-1.385	-1.316	-1.283	-1.31	-1.012	-1.172	-1.738	-0.682	-1.243	-1.57	-1.543
UBQLN2	0.993	0.229	0.8255	0.9465	2.3705	-1.272	-0.7085	0.1985	0.6655	0.83	1.8235	2.0305	1.305	1.2715	0.555	0.918	0.7375	0.1165	1.2275	0.57	0.533	0.3545	1.835	1.2905	1.8255	1.8895	1.6505	1.2935	1.3745	1.6175	1.2335	1.9085	1.6665
UBR1	0.501	-0.058	0.058	1.789	0.571	-1.765	-1.457	0.958	-1.333	1.122	-0.091	0.831	0.368	1.182	0.574	2.119	1.259	-0.007	0.675	0.808	0.924	0.366	0.376	1.342	2.494	2.607	1.36	0.289	1.313	0.382	1.871	1.29	0.287
UBR2	1.716	0.838666666666667	1.888	1.618	1.872	0.214	0.801666666666667	1.60133333333333	1.89433333333333	1.89566666666667	2.26933333333333	2.16733333333333	2.41766666666667	1.86533333333333	1.38	1.76766666666667	1.28766666666667	1.388	2.692	1.56833333333333	1.82233333333333	1.463	2.64833333333333	1.651	1.41233333333333	2.457	2.311	2.749	2.15333333333333	3.17366666666667	2.48566666666667	2.29033333333333	2.07966666666667
UBR3	1.199	-1.83866666666667	0.0985	0.437666666666667	0.225666666666667	0.832	-0.521333333333333	0.4785	0.497333333333333	-0.361666666666667	0.936333333333333	0.854	0.549333333333333	-0.140333333333333	-1.70233333333333	0.140666666666667	0.381333333333333	0.043	0.136666666666667	0.629	2.43666666666667	0.591333333333333	0.0636666666666667	0.503666666666667	1.16733333333333	1.24866666666667	-0.292333333333333	0.199333333333333	-0.39	1.38033333333333	0.141666666666667	1.138	0.0513333333333333
UBR4	-2.4605	-1.1345	-1.3725	-2.9015	-0.5535	-1.155	-0.9255	-2.987	-2.26	-1.9015	-1.857	-2.1615	-1.238	-2.852	-1.538	-3.0745	0.6345	-1.8485	-0.83	-2.0635	-1.271	-1.8595	-1.6875	-2.2635	-2.1495	-2.4655	-2.6585	-1.356	-2.1455	-1.571	-1.577	-1.3725	-1.531
UBR5	0.564	0.335222222222222	0.5555	1.16411111111111	-0.0294444444444445	0.636222222222222	-0.956625	0.693333333333333	-0.260625	0.803333333333333	0.917222222222222	0.754875	0.669222222222222	0.88975	-0.013	1.93788888888889	1.21211111111111	-0.072	0.298444444444444	0.422444444444444	0.982	0.393125	1.09088888888889	1.69766666666667	1.087375	1.2735	1.256375	0.596444444444444	0.998333333333333	0.445875	1.01277777777778	1.38275	0.832714285714286
UBR7	-0.956	1.3495	-1.596	0.286666666666667	-0.5415	-2.8715	-1.72866666666667	1.51	-0.272	0.3	0.43375	0.5295	0.18125	0.97375	0.0365	0.774	1.89225	-1.409	-0.989	1.08075	-0.13	-0.705333333333333	-0.35925	-0.682666666666667	-0.3915	0.6735	-0.43025	-0.5345	1.01025	0.51775	0.121	-0.266	-1.18166666666667
UBTD2	-1.791	-1.568	-1.806	-1.366	-1.27	0.223	-1.261	-0.544	-2.632	-2.253	-1.596	-0.823	-2.075	-0.875	-2.698	-0.767	-1.608	-2.416	-1.85	-1.722	-1.453	-2.658	-1.776	-1.149	-1.189	-0.559	-1.276	-1.744	-1.06	-2.895	-1.144	-0.801	-1.93
UBXN1	0.109	-0.805	0.982	-0.287	-0.842	3.154	0.223	-1.449	0.25	0.637	-0.232	-0.007	-0.592	-0.444	0.657	-0.295	-0.254	0.488	-0.017	1.067	-0.582	0.828	0.973	-0.095	0.739	-0.604	0.486	0.411	0.356	0.414	0.221	0.635	-0.222
UBXN2A	-0.061	0.561	0.915	-0.033	1.062	-1.279	0.92	-0.711	-0.598	-0.541	-1.418	-0.804	-0.881	-0.804	-0.886	-0.427	-0.491	-0.888	-1.383	-0.35	-1.725	-0.931	-0.944	-1.063	-0.269	-0.786	-0.562	-0.485	-0.465	-0.276	-0.849	-0.502	-2.529
UBXN2B	2.312	1.094	3.11	1.781	1.86	-3.132	-0.632	1.141	1.809	1.786	3.436	3.33	0.797	1.811	1.296	1.267	1.244	1.78	2.903	1.136	1.772	1.508	2.917	0.836	1.808	2.756	1.838	3.466	2.282	3.732	2.59	1.22	2.1
UBXN4	3.414	2.193	2.677	2.65	1.891	3.807	1.44	4.749	2.496	3.968	1.7	3.161	1.616	2.52	3.309	3.711	3.528	3.005	2.224	4.388	4.019	3.886	3.826	0.111	5.994	3.621	3.076	2.981	4.263	3.343	4.446	3.866	2.776
UBXN6	3.802	3.863	1.507	1.122	2.568	1.071	3.85	0.929	4.464	2.522	5.576	0.145	4.266	3.569	2.744	0.566	0.756	4.482	5.516	1.445	1.097	2.689	3.563	0.632	0.854	0.119	3.602	4.809	1.04	4.832	1.571	2.543	3.858
UBXN7	-0.0245	-0.4985	0.3175	-0.304	0.611	0.991	-0.1935	-0.399	0.2575	-0.1905	0.715	0.497	-0.086	-0.2015	-0.4485	-1.1855	-0.443	0.0810000000000001	-0.6325	-0.1945	0.7805	-0.3885	0.1135	-0.394	-0.296	-0.5095	-0.0175	0.292	0.056	-0.6455	-0.3225	-1.1745	0.17
UBXN8	-1.142	-1.1965	-1.173	0.404	-2.516	-1.5215	-0.456	-0.771	-1.2945	-0.6375	-1.2195	-0.139	-1.536	-1.0195	-2.2955	2.8115	0.699	-1.43	-2.309	0.2515	-0.293	-1.489	-2.533	0.328	-0.298	1.4275	-0.883	-2.3355	0.4655	-1.951	-1.2225	0.1795	-0.9015
UCHL1	-1.566	0.005	-1.705	-1.678	-1.439	-0.843	-2.939	1.226	-1.178	-0.193	-2.442	-1.239	-0.805	-1.804	-1.754	-0.497	0.161	-2.139	-0.906	0.536	-0.826	-0.437	-1.765	-0.937	-1.853	-1.161	-1.117	-0.912	-0.9	-2.425	-1.01	-2.535	-1.809
UCHL3	-0.621	0.39	-0.345	0.277	-0.031	-3.771	-1.147	0.516	-0.525	-0.568	-0.485	0.111	-0.025	-0.083	-1.308	0.055	0.102	-0.304	0.242	0.019	0.038	-0.912	-0.766	0.067	-0.656	1.333	-0.471	-1.02	-0.132	0.034	-0.383	1.005	0.488
UCHL5	0.303	0.031	0.267	-0.281	-0.982	-0.186	0.253	-0.826	-0.067	-1.426	-0.788	-1.209	-0.407	-0.168	-1.458	-1.48	-1.05	0.294	0.101	-1.483	-0.461	-2.024	-0.907	-0.455	-0.228	-0.436	-0.957	-2.078	-0.279	-0.599	-1.803	-0.581	-0.087
UCK1	-2.771	-3.462	-1.51	-2.184	-1.328	-2.736	-1.524	-1.78	-1.457	-0.83	-1.053	-0.492	-1.494	-2.701	-2.558	-1.711	-1.442	-1.867	-2.011	-0.645	-1.979	-2.417	-1.726	-3.516	-2.149	-1.83	-1.806	-1.548	-2.061	-2.007	-1.954	-2.978	-2.241
UCK2	-0.96575	-1.031	-0.2795	-0.69525	-0.45575	-1.055	-0.0712499999999999	0.28675	-0.517	0.0540000000000001	-0.8105	-1.04075	-0.18775	-0.497	0.18	-0.14875	0.20275	-0.793	-1.03075	0.3765	-0.774333333333333	-0.40175	-0.2755	-0.20325	-0.79775	-0.6565	-1.02225	-0.29225	-0.228	-0.396	-0.1225	-1.25925	-0.557
UCKL1	-2.219	-1.7705	-1.4675	-1.735	-0.831	-0.938	-1.201	-0.7515	-2.0565	-1.874	-2.6225	-2.403	-2.6985	-2.4165	-1.887	-1.7355	-1.593	-2.5155	-2.3915	-1.717	-1.9705	-2.308	-1.8605	-1.8595	-2.256	-2.078	-2.4345	-2.065	-2.2865	-2.4985	-1.8485	-2.716	-2.54
UCN	0.402	0.3635	-1.1055	-0.346	0.125	2.3455	-0.2405	0.7	0.8355	-0.6685	1.5775	-0.2105	-1.758	-0.767	0.2	-0.296	-0.217	0.054	1.01	-0.0565	-0.3505	-1.501	-1.151	0.8025	-0.1995	0.308	-0.646	-0.3625	-1.017	-2.281	-0.6755	-0.246	-0.2855
UCP2	-0.153	-0.847333333333333	-0.135666666666667	-0.875	-0.119666666666667	2.54966666666667	1.75266666666667	-0.66	0.392666666666667	0.02	0.189	-1.186	0.058	-0.648	0.386333333333333	-0.881	-0.839	0.275333333333333	0.75	0.733	-0.0756666666666667	0.416666666666667	1.28033333333333	-0.915666666666667	-0.805	-2.82133333333333	-0.312666666666667	0.910333333333333	-0.961666666666667	0.492	0.696666666666667	-1.25133333333333	-0.057
UCP3	NA	NA	NA	NA	NA	NA	NA	0.218	NA	-0.443	NA	5.361	NA	6.191	1.02	3.092	-1.434	3.251	0.059	NA	NA	1.43	-0.129	1.127	3.727	1.309	2.579	1.962	NA	NA	1.195	NA	1.374
UEVLD	0.892	0.223	0.7	0.61	-1.259	0.488	0.265	-0.302	-0.418	0.366	0.037	0.677	0.269	0.719	-0.035	2.291	0.74	-0.246	0.313	0.527	-0.134	0.445	0.348	1.291	0.169	1.705	1.051	0.204	1.439	0.202	1.709	1.112	0.533
UFC1	-0.693	1.072	1.215	1.261	-0.692	0.32	-1.59	-0.095	1.496	2.126	-0.018	0.34	0.811	1.751	0.945	2.646	2.994	-0.684	1.502	2.699	2.01	1.343	1.049	3.055	2.225	2.388	1.65	1.426	2.721	-0.121	1.15	1.734	1.443
UFL1	0.334	-0.348	-0.258666666666667	0.909666666666667	1.275	-0.14	-0.662333333333333	0.993666666666667	0.645666666666667	0.832333333333333	-0.389333333333333	0.806666666666667	0.299666666666667	0.489333333333333	0.7855	1.10866666666667	1.03133333333333	0.690666666666667	0.373333333333333	1.40966666666667	1.24766666666667	0.452	1.36533333333333	1.465	1.43566666666667	1.741	0.483666666666667	0.906666666666667	0.122333333333333	1.307	1.385	1.35966666666667	0.660333333333333
UFM1	0.962	-1.893	-0.992	1.083	-0.304	-3.88	-1.19	-0.009	-0.762	-0.292	-0.298	0.646	-0.699	1.519	-0.318	1.037	0.638	-2.335	-0.293	0.194	-0.507	-0.7	-0.478	-0.361	1.01	1.052	-0.187	-1.111	0.481	-0.436	0.338	1.634	-0.025
UGCG	-1.57616666666667	-0.491	0.636	-0.5225	-0.381571428571429	-0.5796	0.0717142857142858	-0.164714285714286	-0.09	-0.843	-1.10516666666667	0.843285714285714	-0.875857142857143	-0.682833333333333	-1.3365	-0.464428571428571	-0.693857142857143	-1.4595	-0.0311428571428572	-0.709857142857143	1.74485714285714	-0.519857142857143	-0.414571428571429	-0.0531428571428572	-0.495	0.194428571428571	-0.254571428571429	-0.236428571428571	-0.521166666666667	-0.545666666666667	-0.349857142857143	-0.142571428571429	-0.459285714285714
UGGT1	-1.37675	-1.8745	-0.9605	-1.18575	-0.00875000000000005	1.83233333333333	-0.2545	-0.5735	-1.2785	-1.9395	-0.66025	-2.5395	-1.43025	-1.6625	-1.41475	-1.72	-1.62775	-1.19466666666667	-1.38125	-1.311	-1.09525	-1.24575	-1.6035	-1.408	-1.9585	-2.02275	-1.679	-1.227	-1.677	-1.07475	-1.7405	-1.42575	-1.49125
UGGT2	-0.262	0.484	-1.035	-0.848	-2.206	NA	-0.684	0.896	-0.005	0.203	-0.396	-0.858	-0.572	-0.804	-2.13	0.188	0.175	0.882	1.466	-0.481	0.018	0.286	-0.221	-0.78	-0.899	1.37	-0.501	0.376	-0.405	1.147	-0.749	-0.237	-0.783
UGP2	-0.0775	-1.661	-0.4225	0.6285	-0.3695	-1.8605	-2.1195	0.363	-0.2165	-0.1065	-1.209	0.6985	-0.3055	0.3335	-0.503	1.364	0.8445	-0.412	0.144	0.3475	0.235	-0.495	-0.495	0.7615	0.763	0.5715	0.1065	0.4815	0.9685	-0.004	0.53	0.982	0.491
UGT1A1	-2.046	-3.477	-2.994	-2.905	-2.841	-0.788	-1.628	-2.693	-2.818	-2.23	-3.332	-2.299	-2.429	-2.773	-2.107	-2.217	-1.437	-2.27	-2.145	-1.603	-2.235	-2.022	-2.157	-3.283	-1.789	-3.567	-1.92	-1.76	-2.85	-2.336	-1.765	-2.772	-2.2
UGT2B15	-2.915	-3.177	-2.49	-3.334	-1.099	-2.804	-1.425	-2.626	-2.466	-3.668	NA	-3.502	-3.974	-1.234	-3.175	-2.467	-2.582	-3.602	-2.427	-3.485	-3.982	-2.359	-2.911	-3.536	-3.668	-3.049	-3.897	-0.084	-4.686	-2.394	-3.768	-3.627	-2.691
UGT2B17	0.018	-2.003	-1.803	NA	-2.255	NA	-1.894	1.332	2.25	-1.025	0.787	-1.98	-3.919	2.159	0.808	-0.828	3.244	-6.051	-0.031	-1.93	-3.202	-2.278	-2.216	-1.852	-1.809	-0.365	-1.094	-1.184	-2.173	-4.934	-2.286	0.952	-3.738
UGT2B4	-0.98525	-1.55433333333333	-0.938	-1.21766666666667	-0.99	1.177	-0.4805	-0.168	-1.9745	-0.45775	-1.51425	-1.25733333333333	0.6115	-2.79066666666667	-2.706	-1.446	0.4735	-2.26	-1.20433333333333	-0.79075	-0.133666666666667	-2.19166666666667	-0.213	-1.53666666666667	-2.083	-0.0435	-0.99125	-0.70125	-0.90875	0.48	-0.79825	-1.22075	-1.43033333333333
UGT2B7	-0.325666666666667	-0.799666666666667	0.676	-1.5145	0.2165	NA	-1.233	-0.604333333333333	0.0653333333333334	-0.377	-1.726	-1.79833333333333	-1.001	-1.408	-2.4805	0.911666666666667	1.10033333333333	0.920666666666667	0.8945	0.230666666666667	-0.655	-3.125	0.38	-2.1225	0.205333333333333	-0.244666666666667	-2.044	0.993666666666667	-2.995	-1.2405	-0.31	-2.247	-2.0215
UGT8	-2.64	-0.2345	-2.549	0.317	1.66925	-0.588333333333333	-0.806666666666667	0.42375	-1.56533333333333	-1.48066666666667	-1.00633333333333	-1.671	-2.809	0.4885	-0.863	-1.55333333333333	-1.672	-1.88925	-1.023	-1.66866666666667	1.5505	-0.773666666666667	-0.4205	-0.08775	0.47175	-0.2145	-1.26333333333333	0.23525	-1.012	-0.733333333333333	-0.0945	-0.31675	-1.952
UHMK1	-0.8495	0.3225	-0.446	-0.2425	-1.8445	1.904	-1.14375	-0.54875	-0.87275	-1.1265	-0.764	-0.61775	-0.905666666666667	0.118	-1.123	-0.859	-1.14325	-1.11633333333333	-0.55325	-0.55325	-0.85975	-0.6365	0.5845	-0.283	0.31175	0.7095	-0.605	-0.28975	0.000250000000000014	-0.4995	0.4425	-0.0925	-0.41375
UHRF1	-2.7385	-1.33033333333333	-1.163	-2.344	0.22	-0.82025	-0.8255	-0.394	-1.95875	-2.17575	-2.31275	-2.27675	-1.9015	-3.07225	-2.57875	-2.15625	-2.0075	-2.11975	-2.13775	-2.087	-2.47125	-2.01775	-2.0655	-2.30433333333333	-2.29925	-2.19025	-2.77425	-1.96675	-1.67966666666667	-1.515	-1.61	-2.59725	-2.82825
UHRF2	-0.397	0.684	3.083	-0.389	0.852	6.383	-0.771	0.251	-1.003	-0.219	0.473	0.836	0.572	0.305	-0.745	0.827	1.117	-1.303	0.134	0.425	0.169	-0.94	0.121	0.852	1.377	1.61	0.911	-0.532	0.828	1.033	0.89	1.82	-0.182
UIMC1	-0.2675	0.137	-0.6785	-0.0025	-0.0945	-1.391	-0.199	-0.414	-0.3645	0.5075	-0.0855	0.997	0.5685	0.7605	0.415	0.5925	1.4705	0.615	0.2635	0.8525	-0.1995	-0.104	0.88	0.301	0.279	0.228	-0.1	0.6125	0.84	0.17	0.967	0.7175	0.683
ULBP2	-0.828	-1.004	-0.124	-0.964	-2.7855	2.488	1.7165	-1.669	-1.146	0.6925	-0.833	-1.312	0.7615	1.9095	2.4525	-0.497	-0.464	1.125	-0.199	1.3155	-1.504	-0.376	2.3785	-1.518	-0.0459999999999999	0.364	-1.1685	-0.2215	0.455	-1.324	-0.0135	2.4515	-1.959
ULK2	-0.4435	0.190333333333333	-0.298	-0.0643333333333333	0.00600000000000004	0.487333333333333	0.298333333333333	-0.626333333333333	-1.08266666666667	0.332666666666667	1.197	-0.491666666666667	-0.29	0.771	0.534333333333333	0.570333333333333	0.4	0.509666666666667	-0.199666666666667	0.0426666666666667	0.664	-0.373333333333333	0.653	0.424333333333333	0.686	0.770666666666667	0.505666666666667	0.508333333333333	-0.367	0.741333333333333	0.316	0.128333333333333	-0.671333333333333
UMOD	0.058	-1.906	-0.943	-0.235	-1.242	2.855	-0.922	-0.806	0.404	0.082	-0.281	-0.439	0.243	NA	0.475	-0.057	-0.203	1.818	-0.169	-0.555	-0.418	-0.501	0.411	-0.361	-1.12	0.001	-0.457	-0.494	-0.954	1.121	-0.534	-0.674	0.33
UMPS	-0.398	0.505333333333333	-0.617333333333333	0.44	-0.108333333333333	-1.77	0.0725	0.543666666666667	-0.409333333333333	0.221666666666667	0.5	0.338666666666667	-0.263	0.066	0.252333333333333	0.534333333333333	1.096	-1.24666666666667	-0.531666666666667	0.819666666666667	0.766	0.2	0.237333333333333	-0.704333333333333	0.990333333333333	0.604	0.578666666666667	0.0443333333333333	0.126666666666667	0.379333333333333	0.567666666666667	-0.184	-0.144666666666667
UNC119	0.125	-0.059	1.551	-0.69	0.089	NA	0.575	-1.852	-0.326	-0.895	-0.09	-0.871	-0.344	-0.701	-0.456	-1.161	-1.849	-0.559	-0.847	-1.995	-1.194	-1.203	-0.284	-1.15	-1.064	-1.444	-0.806	0.693	-1.174	-0.378	-0.612	-0.998	-0.568
UNC119B	2.547	NA	NA	1.507	-0.041	-0.168	NA	NA	1.615	0.078	4.017	NA	-1.148	4.962	3.334	3.027	2.354	NA	NA	1.335	NA	2.677	2.597	0.561	4.233	3.305	NA	1.099	NA	5.657	-0.9	NA	1.638
UNC13A	-0.446	-0.469	-2.533	-0.417	-1.013	-9.328	0.912	1.499	-0.02	-3.732	2.604	-2.2	-3.223	1.123	-2.026	-2.082	-2.468	-0.822	-1.545	-2.629	-1.492	-2.595	0.304	1.798	1.497	-1.476	-4.289	-1.406	-0.542	NA	-1.724	1.63	-1.42
UNC13B	-0.997	0.1705	-3.492	-1.0585	-0.146	-1.025	-0.2305	0.0855	-0.4295	-1.6995	-2.368	-1.4745	-1.2375	-1.915	-1.677	-0.4555	-1.7285	-1.761	-1.0765	-0.559	-1.048	-0.7415	-2.52	-0.743	-0.007	-2.351	-1.6445	-1.4805	-0.7565	-1.4405	-2.525	-1.7285	-1.883
UNC13D	-0.8525	0.3475	-0.9775	0.159	-0.437	2.245	-0.1765	-0.3495	-1.246	-0.328	-0.7375	0.8895	-0.6225	-0.142	-0.824	-1.7175	-1.1205	-3.0825	-0.1515	-0.748	1.587	-0.2065	-0.863	-1.819	0.115	-1.278	-1.358	-0.2665	-0.3485	-1.142	-0.3905	-1.0345	-0.572
UNC45A	-1.647	-2.04	-1.447	-1.883	-0.904	-1.607	-1.667	-1.999	-1.422	-1.43	-2.097	-1.935	-0.792	-1.379	-0.835	-1.682	-2.186	-1.079	-0.844	-1.62	-2.093	-1.286	-0.86	-2.336	-2.026	-2.984	-1.512	-1.033	-1.654	-1.594	-1.595	-1.788	-0.969
UNC5B	-1.549	-0.199	-0.747	-0.702	-2.538	1.235	-0.472	-1.976	-0.801	-1.406	-1.606	-1.445	-3.013	-1.738	-3.268	-2.735	-2.129	-1.596	-1.485	-1.513	-0.156	-0.829	-1.158	1.16	-3.338	-1.521	-2.697	-2.601	-1.257	NA	-2.174	-2.084	-1.323
UNC5C	-0.136333333333333	-0.420333333333333	-0.863	0.489333333333333	-0.927333333333333	0.820666666666667	0.0633333333333333	0.446	-0.275	-0.488666666666667	0.363666666666667	0.324666666666667	-0.315333333333333	0.07	0.215	-0.0343333333333333	0.155666666666667	-0.359	0.265666666666667	-0.494	0.582333333333333	-1.266	-0.328666666666667	-1.05366666666667	0.369333333333333	-0.172	-0.427	0.0963333333333333	0.00266666666666666	-0.195666666666667	-0.534333333333333	0.0423333333333333	-0.518
UNC79	1.121	-0.8505	0.6085	-0.0995	1.8685	1.345	1.849	-1.558	0.1085	0.2945	0.37	2.245	0.991	-0.117	-0.2975	-0.5365	0.2665	2.0185	0.3675	-0.1075	1.784	-1.2315	1.9255	-1.297	0.627	0.264	-0.5375	2.215	2.51	2.795	0.3925	1.405	1.5075
UNC93B1	0.121333333333333	-0.3255	0.308333333333333	-0.1325	-0.274666666666667	0.2035	0.348	-0.134166666666667	0.177833333333333	0.478666666666667	0.679333333333333	0.979333333333333	-0.161666666666667	-0.615	-0.294333333333333	-0.282333333333333	-0.219666666666667	0.257166666666667	0.0918333333333333	0.288833333333333	-0.198333333333333	-0.568166666666667	0.8145	-0.38	0.231333333333333	0.188	0.331166666666667	0.573333333333333	0.180833333333333	-0.0948333333333334	0.434333333333333	-0.106333333333333	0.182166666666667
UNG	-0.448	-0.7802	0.2664	-0.6146	0.0742	-1.09133333333333	-2.1042	-1.16975	0.1506	0.0196	-0.926333333333333	0.76325	-1.585	0.3416	0.429	0.4354	0.8666	-0.446	-1.67333333333333	0.3498	1.31975	-1.1306	-0.1185	-0.3038	-1.781	0.18	-0.4758	-0.114	0.6936	0.2402	-0.3444	-0.08475	0.3124
