Symbol	GSM620832	GSM620833	GSM620834	GSM620835	GSM620836	GSM620837	GSM620838	GSM620839	GSM620840	GSM620841	GSM620842	GSM620843	GSM620844	GSM620845	GSM620846	GSM620847	GSM620848	GSM620849	GSM620850	GSM620851	GSM620852	GSM620853	GSM620854	GSM620855	GSM620856	GSM620857	GSM620858	GSM620859	GSM620860	GSM620861	GSM620862	GSM620863	GSM620864	GSM620865	GSM620866	GSM620867	GSM620868	GSM620869
SOCS1	-0.031	0.555	0.763	0.641	0.922	2.294	1.059	-0.176	1.913	0	-0.149	0.17	2.518	0.553	-0.271	1.165	0.385	-0.166	0.707	0	1.39	0.161	1.532	0.65	2.65	2.647	1.696	-0.219	1.593	0.965	1.33	0.039	0.417	0.211	1.151	0.217	2.297	1.734
SOCS2	0	0	0	0	-0.599	-0.378	-0.4205	-1.921	0	-1.522	-0.759	0.1	0	-1.222	-0.9705	-0.6425	-1.56	-0.881	-1.328	-0.6985	0	-0.5795	-0.513	0	0	0	-0.452	-1.634	-0.5535	-1.125	-0.71	-0.521	-1.578	-0.5095	0.151	0.0135	-0.5765	0.067
SOCS3	-0.816	-1.4325	-1.027	-1.859	-1.388	-0.643	-1.0855	-1.126	-0.3685	-0.511	-0.5895	-0.665	-0.196	-0.7435	-0.5605	-1.195	-0.5975	-0.908	-0.6165	0	-1.81	-1.749	-0.384	-1.35	-1.235	-0.7915	-0.567	-0.4895	-1.132	-0.5075	-1.515	-0.6155	-0.6915	-1.569	-0.7245	-0.2565	-0.7115	-0.788
SOCS4	-0.641	0	-0.987	-0.569	-2.398	-1.546	-1.081	-1.946	-2.087	0	-0.889	0.72	0	-1.297	-1.901	-0.505	-1.825	-1.256	-1.383	0	-0.67	-2.009	-0.978	-1.41	-1.32	-0.723	-1.244	-1.939	-1.437	-1.365	-0.48	0	-1.803	-0.539	-0.099	-0.543	0.457	0.494
SOCS5	-0.891	-1.065	-0.987	-0.769	-2.908	0	-1.101	0	0	-1.212	0	0	0	0	0	-2.015	0	0	0	0	0	-2.289	-1.818	0	0	0	0	0	0	-2.555	0	-1.071	0	0	-0.989	0	-0.553	0
SORBS1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SORD	-0.051	0	-0.207	-0.059	0.072	0	0	0	-0.047	0	0	0	0	0	-0.501	-0.155	0	0.094	0	0	-0.37	-0.789	0	0	0	0	0	-0.349	-0.157	0	0	-0.411	0	-0.299	0	0	0	0
SORT1	-0.591	0	-0.357	0	-0.618	-0.626	-0.681	0	-0.097	0	0	0	0	-0.787	-0.541	0	0	0	0	0	-0.16	-0.549	0	0.71	0.24	0.467	0	-0.699	-0.247	0	-0.78	0	0	0	0	0	0	0
SP1	0.3795	0.67	0.648	0.741	1.252	0.999	0.864	0.357	0.4465	0.153	0.3555	-0.08	1.448	0.863	0.2295	0.1375	0.79	0.769	0.402	0.4865	0.6	0.621	0.201	0.95	0.74	0.617	0.426	0.3305	0.758	0.905	0.63	-0.0955	0.592	0.131	0.551	0.157	0.097	-0.203
SP100	0.119	0	0	-0.129	0.702	0	0.859	0.464	0.763	0.488	0	0	0	0	0.819	0.445	0	0	0.777	0	0.77	0.651	0.712	1.06	0	1.857	1.146	0.381	0.733	0.325	0.38	0	0.257	0.621	0	0	2.337	1.374
SP110	0.819	0.925	1.193	0.961	0.902	1.944	2.499	0.814	1.773	0.218	0.921	0.01	2.248	1.593	0.849	0.735	1.125	1.524	1.087	1.313	1.32	0.871	1.232	1.62	1.93	2.237	1.466	0.921	1.343	1.265	1.4	0.209	1.277	0.871	1.701	0.767	1.117	0.864
SP140	0.149	0.205	0.573	0.211	0.972	2.174	1.419	1.554	1.613	1.328	1.331	0.65	2.048	1.093	1.309	1.375	1.585	1.494	1.507	1.523	0.96	1.331	1.062	1.76	2.15	1.797	1.206	0.991	1.403	1.765	1.51	0.859	1.497	1.451	0.591	0.707	2.217	1.224
SP2	1.179	0	0.793	0.731	0.752	0.494	0.279	0.484	0.673	-0.112	0	-0.31	0.588	0	0.479	0.095	1.175	0	0.747	0	0.34	0.491	0	0.45	0	0.867	0.716	0.351	0.563	0.825	0	-0.171	0.437	0.341	0	0	0	-0.086
SP3	0.419	0	0.223	0.451	0	0	0	-2.006	0	-0.462	0	1.04	0	0	-1.621	-1.815	0	0	-1.623	0	-1.01	-2.209	-0.948	0	-2.28	-0.223	0	-1.689	0	0	-0.59	0.499	-2.243	-0.829	0	-0.173	-0.993	0.554
SP6	0	0.345	0.323	0.111	0.562	0.114	0.269	0	0	0	0	0	0	0.243	0	0.245	0	0.214	0	-0.007	0.09	0.021	0	0.24	0.22	0	-0.294	0	0.173	-0.015	-0.12	0	0	-0.329	0	0	-0.013	0
SP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14	0	0	0	0	0	0	0
SP8	0	0	0	0	0.342	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.871	0	0	3.877	0
SPAG1	-0.186	0	-0.3835	-0.1495	0	0	-0.6305	0	0	0	0	0	0	0	0	-0.5075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5495	0	0	0	-0.253
SPAG16	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613	0	0	0	0	0	0	0	0.271	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0
SPAG4	0	0	0	0	0	0	0	0	0	1.738	0	0	0	0	0	0	0	0	0	0	0	1.301	0	1.79	1.72	0	0	0	0	2.095	1.72	0	0	0	0	0	2.327	0
SPAG5	0	0	0	0	0.072	2.474	-0.001	2.334	2.533	2.888	2.631	2.46	1.538	1.253	2.929	2.795	1.805	1.884	2.707	1.863	1.76	2.611	2.002	2.68	2.4	1.617	3.126	2.081	2.613	2.355	2.39	2.369	2.567	2.781	0	1.707	2.777	2.374
SPAG7	-0.0255	-0.1875	-0.427	-0.324	-0.024	-0.251	0.054	0.134	0.163	0.028	-0.004	-0.06	0.094	0.268	0.3995	0.49	-0.4	-0.191	-0.028	0.053	-0.03	0.316	0.196	-0.25	0.07	0.0885	0.456	0.421	0.193	-0.22	0.44	0.3245	0.367	0.191	-0.099	0.2435	0.372	-0.011
SPAG9	0.399	0	0	0	-0.318	0	-0.311	0	-0.397	-0.522	0	0	0	0	-0.611	-0.175	0	0	-0.453	0	-0.77	-0.709	0	-0.92	0	0	0	0	-0.467	0	-0.02	0	0	-0.569	0	0	0	0
SPAST	0.379	0	0.153	0.071	0	-1.606	-0.651	-1.896	-1.597	-0.522	0	0.78	-1.402	0	-1.771	-1.075	-1.885	0	-1.473	0	-1.25	-1.859	-0.868	-1.57	-2.03	-0.423	0	-1.559	-1.727	-1.355	0	0.199	-1.853	-0.809	0	-0.573	-1.033	0
SPATA13	-0.671	-0.735	-0.657	-0.849	-2.538	-2.386	-1.101	-2.726	-2.487	-2.202	-1.749	-0.27	-2.342	-2.577	-2.301	-1.575	-2.465	-2.416	-2.653	0	-1.65	-2.969	-1.618	-2.26	-2.5	-0.803	-1.394	-2.149	-2.107	-2.655	0	-1.461	-2.163	-1.559	-0.999	-1.433	-1.493	-0.856
SPATA2	0.719	0	0.633	0.731	0	0	0	0	0.273	0	0	-0.01	0	0	-0.291	-0.145	0	0	0	0	0.28	-0.299	0	0	0	0	0	-0.089	0.113	0	0	-0.371	0	-0.319	0	0	0	0.264
SPATA20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0	0	0	0
SPATA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.047	0	0
SPATA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121	0	0	0	0
SPATA9	0	0	0	0	0	0	1.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPHK1	0	0	-0.197	-0.439	0.252	0	0	0.164	0	0	0.011	0	0	-0.157	0.179	-0.305	0.845	0.464	0.097	0	-0.17	0.251	0	0.21	0.02	0	-0.054	0	0.223	0	-0.05	-0.331	-0.283	-0.289	-0.089	0	-0.723	0
SPHK2	0	0	0.773	0.901	1.242	0	0	1.854	1.483	0	1.131	0	0	0	0	1.385	0	1.304	1.217	0	1.11	1.251	0	1.95	0	0	0	0	1.313	2.705	0.88	0	2.047	0.911	0	0	0.967	0
SPRYD3	0.989	1.415	1.333	1.331	1.762	1.434	1.089	1.044	1.773	0.928	1.131	0.38	1.768	0.843	1.229	1.265	1.515	1.444	1.347	0	0.84	1.111	0.962	1.09	1.06	1.387	1.716	1.101	1.573	1.525	0	0.679	1.187	1.161	0.791	0.927	0.747	0
SPSB1	0	0	0	0	0	0	0.239	0	0	0	0	0	0	0.473	0	0	0	0	0	0	0	0.691	0	0	0	0	0	0	0	0	0.51	0	0	0	0	0	0	0
SPSB2	0.249	0.595	1.373	0.771	0.162	0.984	1.349	0.194	1.543	0.728	1.331	0.16	0.858	1.013	0.679	0.825	1.035	0.314	0.427	1.003	0.47	0.401	0.712	0.47	1.37	0.477	0.436	0.091	1.623	0.605	1.03	0.569	0.327	1.181	0.561	0.497	0.827	0.414
SPSB3	0.649	0.865	0.843	1.021	1.712	0.534	0.399	0.434	0.853	0.238	0.581	0.15	0.878	0.743	0.329	0.915	0.725	0.514	0.337	0.833	0.28	0.261	0.162	0.33	0.59	0.517	0.386	0.461	0.963	0.795	0.2	0.169	0.587	0.361	0.371	0.527	0.387	0.004
SQLE	-1.071	0	0	0	0	0	0	-1.256	-0.247	0.318	0	0.73	0	0	-0.531	-1.395	0	0	0.287	0	0	-0.669	-0.458	0	0	0	-0.604	-0.939	0	-1.045	0	0.039	-0.443	-0.489	0	-0.943	0	0
SQSTM1	0.949	0.745	0.913	1.221	0.872	1.114	0.889	0.484	0.983	-0.092	0.211	-0.4	0.978	0.783	0.339	0.405	0.065	0.524	0.627	0.333	0.18	0.311	0.422	-0.11	1.03	1.257	0.706	0.301	0	-0.295	0.34	-0.201	0	0.331	0.061	0.377	0	0.034
SRA1	0.469	0.335	0.813	0.691	0.072	0.694	0.049	1.104	0.623	0.788	0.391	0.26	0	0.613	0.969	0.435	0.695	0.634	0.897	0.813	0.54	1.141	0.712	0.8	1.2	1.047	0.746	0.901	0.903	0.415	1.02	0.609	0.787	0.971	0.221	0.177	1.037	0.554
SREBF1	0.599	0.445	0.323	0.501	0.472	1.284	0.979	0.024	1.443	0.328	1.061	0.11	1.018	1.073	0.509	0.805	0.545	0.664	0.717	1.173	0.82	0.081	0.382	-0.08	1.04	0.937	1.136	0.071	1.113	0.495	0.69	-0.061	0.807	0.351	1.321	0.357	0.597	0.444
SREBF2	0.049	0	-0.117	-0.309	-0.378	0.614	0.169	0.794	0.783	0.188	0.451	-0.12	0.618	0.283	0.539	0.265	0.535	0.194	0.737	0.643	0.26	0.591	0.022	0.52	0.61	0.017	-0.194	0.451	0.083	1.225	0.27	-0.011	0.587	0.311	0.091	0.047	0.157	-0.116
SRFBP1	0.709	0	1.323	1.691	0	1.394	1.589	0.524	1.333	0.628	0	0	0	0	1.259	1.485	0	0	0.827	0	2.15	0	0	0	1.9	1.637	0	0	1.743	0	1.31	1.189	1.507	1.051	1.121	0	0	1.944
SRGAP2	0	0	0	0	0.342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.247	0	0	0	0	0	0	0	0	0	0	0.577	0
SRGAP3	0	0	0	0	0.612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.02	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRI	0	0	0	0.171	-0.078	0	0	0.334	0	0	0	0	0	0	0.289	0	0	0.434	0	0	0	-0.109	0	0	0	0	0	0	-0.257	-0.235	0	0	0	0.301	-0.239	0	0.037	0
SRM	0.2545	0.87	0.563	0.346	0.922	2.094	0.1845	1.784	1.838	1.823	1.301	1.15	1.803	1.438	1.829	1.655	2.07	1.344	1.902	1.908	1.045	1.901	1.162	2.34	2.445	1.102	1.356	1.571	1.378	2.16	1.915	1.329	2.062	1.781	0.696	0.4485	1.687	1.509
SRMS	0	0	0	0	0	0	0	0	0	0	0	0	0	0.493	0	0	0	0	0	0	0	0.141	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0
SRR	0	0	0	0	0	0	1.689	1.944	0	0	0	0	0	0	0	2.635	0	0	2.137	0	0	1.681	0	0	0	0	0	1.481	1.653	0	0	0	1.807	1.121	0	0	2.097	0
SRRM2	0	0	0	-0.169	-0.038	0	-0.171	0	0	-0.592	0	0	0	0	0	-0.175	0	0	0	0.183	-0.35	0	0	-0.1	-0.55	0	-0.694	0	-0.437	0	0	0	0	0	-0.259	0	0	0
SSBP3	0	0	0	0	0.252	0	0	0.924	0	0.218	0	0	0	0.103	0	0	0	0	0	0	0	0	0	0	0	0	0	0.801	0	0	0.08	0	0.767	0.441	0	0	0	0
SSBP4	0	0	0	0	0.372	0	0.059	0	0	0	0.351	0	0	0.533	0.329	0	0.565	0.514	0	0.493	0.28	0.111	0	0.51	0	0	0	0	0.033	0.915	0.11	0	0	0.221	0	0	0	0
SSRP1	0.249	0.265	0.123	0.291	0.652	1.004	0.439	1.274	1.453	0.848	1.131	0.55	1.258	1.613	1.269	1.055	1.055	0.664	1.057	1.333	0.56	0.901	0.452	0.64	0.71	0.327	1.416	1.031	1.173	1.745	1.19	0.609	1.447	1.201	0.491	0.407	0.897	0.234
SST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
SSTR5	0	0	0	0	0.242	0	0.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST3GAL1	0.479	0.955	0.653	0.861	1.782	1.154	1.229	0.834	1.423	-0.152	0.991	-0.39	1.578	0.763	0.619	0.525	1.515	1.204	0.467	1.343	1.02	0.731	0.232	0.72	0	0.257	0.486	0.891	1.033	1.465	0.24	-0.201	1.607	0.511	0.861	0.387	-0.553	-0.366
ST3GAL2	1.329	1.975	1.583	1.581	1.452	1.124	1.079	1.274	1.523	0.568	0.751	0.1	1.598	1.233	0.979	0.785	1.535	1.434	0.857	1.193	0.95	1.141	0.882	1.63	1.26	1.527	0.836	0.911	1.203	1.355	0.85	0.429	1.067	0.811	0.661	0.477	0.397	0.264
ST3GAL3	0	0	0.413	0.461	0.462	0	0	0	0	0	0	0	0	0	0	0.195	0	0	0	0	0	0	0	0	0	0	0	0	0.393	0	0	0	0.367	-0.089	0	0	0	0
ST3GAL4	1.229	1.415	0	0.751	1.642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57	0	0	0	0	1.103	0	0	0	0	0	0	0	0	0
ST3GAL5	-0.381	-0.635	-0.607	-0.799	0	-0.076	0.199	-0.066	-1.127	-0.422	-0.709	-0.51	0	-0.387	0	-0.505	-0.995	-0.796	-0.453	-0.787	-0.24	-0.489	-0.428	-0.44	-0.47	-0.213	-0.784	0.091	-0.767	-1.425	-0.39	-0.201	-0.813	-0.499	0.121	-0.623	-0.503	-0.196
ST7	0.004	0	-0.0385	-0.0145	0.191	0.742	0	1.424	0.5315	1.568	0.6455	0.49	0	0	1.479	1.31	0.84	0.662	1.557	0	0.075	1.486	0.867	1.67	0.615	0.4385	0	0.981	0.893	0.985	0	1.114	0.322	1.401	0	0.942	0	1.089
ST7L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355	0	0	0	0	0.17	0.311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.847	0
ST8SIA4	1.799	0	1.723	0	-0.778	0	-0.251	0	0	-0.022	0	0	0	0	-0.301	-0.175	0	0	-0.263	0	-0.6	-0.329	-0.378	-0.45	0	0	0	-0.339	-0.657	-0.795	0	0	0	-0.389	0	0	0.417	0
STAB1	0.379	-0.305	0.103	0.331	0.512	0.194	0.539	0.474	0.723	-0.122	-0.109	-0.37	1.768	0.683	0.689	0	0.725	0.464	0.687	1.093	0.14	0.571	0.162	1.04	0.87	0.717	0.516	0.791	0.713	0.945	0.34	-0.411	0.567	0	0.301	0	-0.193	-0.106
STAB2	0	0	0	0	0	0	-0.081	0	0	0	0	0	0	0.133	0	0	0	0	0	0	-0.13	0	0	0	0	0	0	0	0	0	-0.07	0	0	0	0	0	0	0
STAMBP	0.364	0	0.138	0.481	-0.444	-0.163	0	0.172	0.0115	0.389	0.136	0.33	0.044	0.0915	0.094	0.06	-0.0325	-0.013	0.152	0	0.245	0.1655	0.246	0	0	0.4235	0.161	5e-04	-0.157	-0.4	0.07	0.3895	-0.223	0.3405	0	0.2985	-0.3765	0.557
STARD3NL	-0.911	-0.8175	-1.027	-1.284	-2.448	-1.436	-0.6405	-1.786	-1.692	-0.782	-1.184	0.05	-1.016	-1.632	-1.841	-0.53	-2.225	-1.686	-1.493	0	-1.485	-2.219	-1.053	-1.99	-0.855	-1.023	-1.164	-1.649	-1.187	-1.88	-1.075	-0.416	-2.233	-1.024	-0.889	-0.688	0.037	0.014
STAT4	-0.671	-0.525	-0.827	-0.559	-0.448	-0.336	-0.361	-0.126	-0.897	-1.252	-0.159	-0.28	-2.072	-0.007	-0.291	-0.135	-0.585	-0.606	-1.103	-0.807	-0.93	-1.179	-1.138	-1.05	-0.86	-1.073	-0.134	-0.179	-0.277	-0.985	-0.6	-0.431	-0.593	-0.029	-0.529	-0.433	-1.213	-0.826
STAT5A	0	0	0.413	0	0.232	0.604	0.369	0.074	1.023	-0.632	0.291	-0.61	1.038	0.843	-0.301	-0.155	0.575	0.334	0.127	0.363	0.44	-0.409	0.252	0.2	0.2	0.387	0.546	-0.289	0.583	0.875	-0.01	-0.321	0.497	-0.089	0.381	0.217	-0.793	-0.616
STAT5B	0.734	0	0.403	0.181	0.376	-0.063	0.0695	-0.238	-0.397	-0.701	-0.1645	-0.255	0	0.1765	-0.321	-0.835	-0.01	0	-0.423	0	0.005	-0.469	-0.129	0.39	0.22	0	-0.912	0.0755	-0.452	-0.0875	-0.065	-0.756	0.0935	-0.679	-0.0695	-0.1015	0	-0.503
STATH	0	0	0	0	-1.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.149	0	0	0	0	-1.383	-0.979	0	0	0	0
STH	0	0	0	0.411	0.682	0.434	0.259	0	0	0	0	0	0	0.413	0	0	0	0	0	0	0.03	0.311	0	0	0	0	0	0	0.363	0	0.39	0	0	-0.219	0	0	0	0
STIM1	0	0.075	0	0.021	0.672	0.634	0.399	0.204	0.413	-0.312	0.361	-0.6	0.488	0.453	0.189	-0.125	0.605	0.414	-0.073	0	-0.15	0.091	0	0.1	-0.01	-0.163	0.256	0.111	0.313	0.895	0.14	-0.501	0.577	0.331	0.231	0.057	-0.443	-0.746
STIM2	0.109	0	0.233	0.691	0	-1.106	0	-0.556	-0.747	-0.632	-0.199	0	0	0	-0.561	-0.655	-0.925	0.044	-0.943	0	-0.04	-1.049	-0.368	-0.84	0	0	-0.844	-0.499	-1.027	-0.095	-0.78	-0.601	-0.443	-0.479	0.681	0	-1.663	-0.646
STK10	1.004	1.225	1.003	1.206	1.817	1.389	1.279	1.084	1.513	0.213	1.036	-0.075	1.448	1.573	0.779	0.73	1.435	1.169	0.577	1.358	0.68	0.631	0.447	1.07	1.075	0.942	0.886	1.046	1.028	1.195	0.715	0.049	1.342	0.866	0.896	0.537	-0.238	-0.071
STK11	0	0	0	0	1.067	1.217	0.1545	1.367	0	1.239	0.3255	0	0	0.3215	1.4995	0	1.8675	1.387	1.2035	0	0.25	1.3355	0	1.54	1.01	0	0	1.4405	0	2.74	1.21	0.5995	0.3135	1.131	0.1805	0	1.0585	0
STK11IP	0.229	-0.065	0	0.151	0.492	0.204	-0.011	0.234	0	0	0.341	0	0	0.263	0	-0.005	0.685	0.144	0.237	0.863	0.21	0.071	-0.068	0.51	0.27	0	0	0.231	0.403	1.015	0	-0.121	0.477	-0.059	0	0.137	-0.483	0
STK16	0.229	0.395	0.513	0.551	-0.048	-0.226	-0.021	0.214	-0.107	-0.282	0.321	-0.41	-0.222	-0.007	-0.261	-0.205	0.225	0	-0.273	0.163	0.33	0.261	0	0.3	0	-0.283	-0.794	0.091	-0.197	-0.155	-0.14	-0.431	0.187	0.251	-0.019	0	-0.103	-0.396
STK32A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK35	0.899	1.345	1.223	1.001	1.402	1.254	1.029	1.014	1.113	0.878	1.021	0	0	1.383	0.979	1.065	1.385	1.034	0.867	0	0.97	0.801	0.462	1.02	0	0.767	1.236	0.961	1.253	1.545	1.1	0.399	1.287	0.821	1.231	0	0.837	0.554
STK38	0.849	0.845	0.583	0.711	0.512	0.194	1.249	0.584	0.793	0.128	1.101	-0.04	0.538	0	0.619	0.215	1.005	0.734	0.207	0.863	0.7	0.241	0.162	0.39	-0.5	0.217	0.656	0.611	0.393	0.825	0	0.039	0.927	0.811	0.661	0.377	0	-0.376
STK38L	1.339	0	0	0	0	0	0	0	0	0	0	0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.124
STK4	0.439	0.125	0.433	0.281	-0.068	0.004	0.379	-0.096	0.113	0.038	-0.039	-0.01	0.388	0.133	-0.171	-0.095	-0.135	-0.116	-0.133	0.233	-0.03	-0.099	-0.058	0	-0.12	0.237	0.086	-0.159	0.093	0.105	-0.07	-0.151	-0.133	0.131	0.271	-0.093	0.547	0.104
STK40	1.519	1.315	1.373	1.381	1.492	0	0.389	1.004	1.153	0.698	0	0.05	1.618	0	0.739	0.225	1.335	0	0.847	0	0.58	0.751	0.732	1.14	0	1.617	0.756	0.461	0.693	0.915	0	0.239	0.667	0.571	0	0.537	0	0.114
STOM	-0.321	0	-0.677	-0.569	-0.688	0	-0.031	-0.286	0	-0.512	0	0	0	0	-0.811	-0.425	0	0	-0.813	0	-0.42	-0.679	0	0.17	0	0	0	-0.329	-0.307	0	-0.43	0	-0.643	-0.139	0	0	-0.393	-0.276
STRAP	-0.921	-1.19	-1.137	-1.049	-1.268	-0.396	-0.596	-0.611	-0.617	-0.207	-0.219	0.145	-0.501	0.0065	-0.451	-0.575	-1.055	-0.468	-0.253	-0.2235	-0.875	-0.754	-0.423	-1.24	-0.605	-1.028	-0.144	-0.904	-0.887	-1.06	-0.2	0.244	-0.678	-0.209	-0.294	-0.388	0.1035	-0.256
STRBP	0.359	0	0.493	0.821	0	0	1.3595	0.669	0	1.553	0.5655	0.725	0	0	0.784	0.635	0.3775	0.862	0.4735	0	1.19	1.246	1.117	0	0.275	0	0	0.626	-0.347	1.015	0	0.6795	1.327	0.5155	0.7755	0.4035	0	0.907
STRC	0	0	0	0	1.112	0	1.349	0	0	0	0	0	0	1.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0	0	0	0.991	0	0	0
STUB1	0.529	0.495	0.593	0.491	0.952	0.924	0.409	0.944	0.953	0.698	0.871	0.25	1.018	0.863	0.899	0.635	0.925	0.744	0.767	0.993	0.49	0.761	0.522	0.77	0.97	0.477	0.536	0.811	0.823	1.235	0.73	0.449	0.837	0.731	0.441	0.467	0	0.224
STX10	0.769	0.795	1.083	0.841	1.282	0.194	0.299	0.344	0.933	-0.042	0.441	0.09	1.188	0.853	0.119	0.695	0.655	0.474	0.287	0.503	0.23	0.131	0.442	0.84	0.7	1.047	0.406	0.301	1.053	0.485	0.48	-0.091	0.267	0.021	0.231	0.307	0.367	-0.216
STX11	-0.131	-0.695	0.373	-0.199	-2.108	-1.036	0	-2.296	-1.937	-1.862	-2.689	-1.66	-1.642	0	-2.421	-2.415	-2.715	0	-1.873	0	-2.07	-2.709	-0.908	-1.45	0	-0.033	-1.814	-2.489	-2.067	-3.045	0	-1.961	-3.223	-2.299	-2.279	-1.723	-1.483	-0.876
STX12	0.209	0	0.003	-0.139	0	-0.506	0.159	-0.676	-0.207	-0.622	-0.579	-0.35	-0.072	0	-0.591	-0.735	-0.485	0	-0.443	0	-0.5	-0.539	-0.078	-0.75	-0.91	0.287	-0.034	-0.059	-0.417	-0.585	0	-0.461	-0.663	-0.349	0	-0.033	0	-0.336
STX16	0.149	0.1125	-0.162	-0.279	-0.104	-0.186	-0.0155	-0.318	-0.607	-0.221	-0.474	-0.255	-0.016	-0.727	-0.716	-0.1825	-0.1625	-0.316	-0.1715	-0.2535	-0.48	-1.004	-0.328	-0.665	-0.675	-0.1365	-0.624	-0.649	-0.612	-0.1975	-0.33	-0.431	-0.868	-0.849	0.1455	-0.243	-0.133	-0.196
STX17	0.479	0.805	0	0.811	1.412	1.314	1.249	0.924	1.313	0.458	0.671	-0.1	1.938	0.883	0.839	0.655	1.135	1.194	0.557	0.833	1.25	0.941	0.552	1.33	1.51	1.067	0.526	0.761	0.913	1.405	0.53	0	1.187	0.771	1.241	0.427	0.707	0
STX18	0	0	-0.717	-0.429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.383	-0.359	0	0	0	0
STX7	-0.161	-0.665	-0.497	-0.249	0	-1.566	-0.321	-1.496	-1.297	-1.422	-1.949	0.05	0	0	-1.551	-1.395	-1.745	0	-1.153	0	-0.9	0	-0.388	-1.4	-1.28	-0.593	0	-0.829	-1.617	0	-1.17	-0.381	-1.973	-1.129	-0.659	0	-0.133	-0.296
STX8	-0.0555	-0.4275	-0.642	-0.544	-0.858	-0.041	-0.231	0.064	0.1215	-0.132	-0.234	-0.27	-0.772	-0.032	0.154	0.005	-0.05	-0.421	0.047	-0.0235	-0.57	0.0305	0.121	-0.62	-0.09	-0.1965	-0.064	0.216	-0.192	-0.2025	-0.145	0.179	-0.158	0.156	-0.529	0.1635	0.412	0.129
STXBP2	0.459	0.125	0.373	0.241	1.202	0.674	-0.341	0.634	0.533	0.018	-0.059	-0.66	1.138	0.173	0.519	-0.255	0.935	0.674	0.557	0.163	-0.17	0.361	0.252	1.1	0.19	0.447	-0.064	0.631	0.213	1.315	0.07	-0.331	0.477	0.121	-0.289	0.167	-0.463	-0.396
STXBP3	0.009	0	-0.307	-0.399	-2.758	0	-1.511	-2.986	-2.587	-1.822	-2.329	-0.21	0	0	-2.401	-2.045	-2.525	-2.426	-2.213	0	-1.93	-2.849	-1.658	-2.59	-2.6	-1.453	-1.434	-2.219	-2.257	-3.035	-1.14	-0.941	-2.893	-1.749	-1.489	-1.363	-1.463	-0.926
